I_CD_POST_SIEGE;libel_crt;NV_CD_POST;ZE;;;;;;;;CD;;POLE;;;
;;;;;;;;54104;4103;;A48166;48166;;;;A48166
;;;;;;;;54105;4103;;A48167;48167;;;;A48167
;;;;;;;;54106;4103;;A48168;48168;;;;A48168
;;;;;;;;54107;4102;;A48169;48169;;;;A48169
;;;;;;;;54108;4103;;A48170;48170;;;;A48170
;;;;;;;;54109;4103;;A48171;48171;;;;A48171
;;;;;;;;54110;4103;;A48172;48172;48116;;;A48172
;;;;;;;;54111;4103;;A48173;48173;;;;A48173
;;;;;;;;54112;4107;;A48174;48174;;;;A48174
;;;;;;;;54113;4103;;A48175;48175;;;;A48175
;;;;;;;;54114;4103;;A48176;48176;;;;A48176
;;;;;;;;54115;4103;;A48177;48177;;;;A48177
;;;;;;;;54116;4102;;A48178;48178;;;;A48178
;;;;;;;;54117;4103;;A48179;48179;;;;A48179
;;;;;;;;54118;4101;;A48180;48180;48094;;;A48180
;;;;;;;;54119;4107;;A48181;48181;;;;A48181
;;;;;;;;54120;4103;;A48182;48182;;;;A48182
;;;;;;;;54121;4103;;A48183;48183;48009;;;A48183
;;;;;;;;54122;4103;;A48184;48184;;;;A48184
;;;;;;;;54123;4103;;A48185;48185;;;;A48185
;;;;;;;;54124;4109;;A48186;48186;48061;;;A48186
;;;;;;;;54125;4102;;A48187;48187;;;;A48187
;;;;;;;;54126;4103;;A48188;48188;;;;A48188
;;;;;;;;54127;4101;;A48189;48189;;;;A48189
;;;;;;;;54128;4103;;A48190;48190;;;;A48190
;;;;;;;;54129;4109;;A48191;48191;;;;A48191
;;;;;;;;54130;4103;;A48192;48192;;;;A48192
;;;;;;;;54131;4103;;A48193;48193;;;;A48193
;;;;;;;;54132;4103;;A48194;48194;;;;A48194
;;;;;;;;54133;4103;;A48195;48195;48094;;;A48195
;;;;;;;;54134;4101;;A48196;48196;48039;;;A48196
;;;;;;;;54135;4103;;A48197;48197;;;;A48197
;;;;;;;;54136;4107;;A48198;48198;;;;A48198
;;;;;;;;54137;4101;;A49001;49001;49050;;;A49001
;;;;;;;;54138;4101;;A49002;49002;;;;A49002
;;;;;;;;54139;4103;;A49003;49003;;;;A49003
;;;;;;;;54140;4103;;A49004;49004;49307;;;A49004
;;;;;;;;54141;4103;;A49005;49005;49176;;;A49005
;;;;;;;;54142;4103;;A49006;49006;49023;;;A49006
;;;;;;;;54143;4103;;A49007;49007;;;;A49007
;;;;;;;;54144;4103;;A49007;49007;;;;A49007
;;;;;;;;54145;4103;;A49007;49007;;;;A49007
;;;;;;;;54146;4103;;A49007;49007;;;;A49007
;;;;;;;;54147;4103;;A49007;49007;;;;A49007
;;;;;;;;54148;4102;;A49007;49007;;;;A49007
;;;;;;;;54149;4101;;A49007;49007;;;;A49007
;;;;;;;;54150;4103;;A49007;49007;;;;A49007
;;;;;;;;54151;4101;;A49008;49008;;;;A49008
;;;;;;;;54152;4103;;A49009;49009;;;;A49009
;;;;;;;;54153;4107;;A49010;49010;;;;A49010
;;;;;;;;54154;4114;;A49011;49011;;;;A49011
;;;;;;;;54155;4103;;A49012;49012;;;;A49012
;;;;;;;;54156;4103;;A49013;49013;49228;;;A49013
;;;;;;;;54157;4103;;A49014;49014;49331;;;A49014
;;;;;;;;54158;4103;;A49015;49015;;;;A49015
;;;;;;;;54159;4103;;A49016;49016;49328;;;A49016
;;;;;;;;54160;4103;;A49017;49017;;;;A49017
;;;;;;;;54161;4109;;A49018;49018;;;;A49018
;;;;;;;;54162;4103;;A49019;49019;49307;;;A49019
;;;;;;;;54163;4102;;A49020;49020;;;;A49020
;;;;;;;;54164;4103;;A49021;49021;;;;A49021
;;;;;;;;54165;4103;;A49022;49022;;;;A49022
;;;;;;;;54166;4107;;A49023;49023;;;;A49023
;;;;;;;;54167;4103;;A49024;49024;49244;;;A49024
;;;;;;;;54168;4103;;A49025;49025;49163;;;A49025
;;;;;;;;54169;4101;;A49026;49026;;;;A49026
;;;;;;;;54170;4103;;A49027;49027;;;;A49027
;;;;;;;;54171;4107;;A49028;49028;;;;A49028
;;;;;;;;54172;4101;;A49029;49029;;;;A49029
;;;;;;;;54173;4103;;A49030;49030;;;;A49030
;;;;;;;;54174;4103;;A49031;49031;49018;;;A49031
;;;;;;;;54175;4103;;A49032;49032;49307;;;A49032
;;;;;;;;54176;4103;;A49033;49033;49218;;;A49033
;;;;;;;;54177;4102;;A49034;49034;49244;;;A49034
;;;;;;;;54178;4101;;A49035;49035;;;;A49035
;;;;;;;;54179;4107;;A49036;49036;;;;A49036
;;;;;;;;54180;4103;;A49037;49037;49331;;;A49037
;;;;;;;;54181;4101;;A49038;49038;;;;A49038
;;;;;;;;54182;4107;;A49039;49039;49244;;;A49039
;;;;;;;;54183;4103;;A49040;49040;49069;;;A49040
;;;;;;;;54184;4103;;A49041;49041;;;;A49041
;;;;;;;;54185;4103;;A49042;49042;49307;;;A49042
;;;;;;;;54186;4103;;A49043;49043;49367;;;A49043
;;;;;;;;54187;4103;;A49044;49044;49228;;;A49044
;;;;;;;;54188;4103;;A49045;49045;;;;A49045
;;;;;;;;54189;4103;;A49046;49046;;;;A49046
;;;;;;;;54190;4103;;A49047;49047;49125;;;A49047
;;;;;;;;54191;4114;;A49048;49048;;;;A49048
;;;;;;;;54192;4103;;A49049;49049;49138;;;A49049
;;;;;;;;54193;4103;;A49050;49050;;;;A49050
;;;;;;;;54194;4101;;A49050;49050;;;;A49050
;;;;;;;;54195;4103;;A49050;49050;;;;A49050
;;;;;;;;54196;4103;;A49051;49051;49065;;;A49051
;;;;;;;;54197;4103;;A49052;49052;49228;;;A49052
;;;;;;;;54198;4107;;A49053;49053;;;;A49053
;;;;;;;;54199;4102;;A49054;49054;;;;A49054
;;;;;;;;54200;4103;;A49055;49055;;;;A49055
;;;;;;;;54201;4114;;A49056;49056;;;;A49056
;;;;;;;;54202;4103;;A49057;49057;;;;A49057
;;;;;;;;54203;4103;;A49058;49058;;;;A49058
;;;;;;;;54204;4103;;A49059;49059;49373;;;A49059
;;;;;;;;54205;4103;;A49060;49060;;;;A49060
;;;;;;;;54206;4102;;A49061;49061;;;;A49061
;;;;;;;;54207;4103;;A49062;49062;49228;;;A49062
;;;;;;;;54208;4103;;A49063;49063;;;;A49063
;;;;;;;;54209;4103;;A49064;49064;;;;A49064
;;;;;;;;54210;4102;;A49065;49065;;;;A49065
;;;;;;;;54211;4109;;A49066;49066;49345;;;A49066
;;;;;;;;54212;4101;;A49067;49067;;;;A49067
;;;;;;;;54213;4107;;A49068;49068;;;;A49068
;;;;;;;;54214;4103;;A49069;49069;;;;A49069
;;;;;;;;54215;4103;;A49070;49070;;;;A49070
;;;;;;;;54216;4103;;A49071;49071;49092;;;A49071
;;;;;;;;54217;4114;;A49072;49072;49023;;;A49072
;;;;;;;;54218;4103;;A49073;49073;49248;;;A49073
;;;;;;;;54219;4103;;A49074;49074;49092;;;A49074
;;;;;;;;54220;4103;;A49075;49075;49244;;;A49075
;;;;;;;;54221;4103;;A49076;49076;;;;A49076
;;;;;;;;54222;4103;;A49077;49077;49331;;;A49077
;;;;;;;;54223;4103;;A49078;49078;49050;;;A49078
;;;;;;;;54224;4103;;A49079;49079;49018;;;A49079
;;;;;;;;54225;4103;;A49080;49080;;;;A49080
;;;;;;;;54226;4103;;A49081;49081;49331;;;A49081
;;;;;;;;54227;4107;;A49082;49082;;;;A49082
;;;;;;;;54228;4103;;A49083;49083;49218;;;A49083
;;;;;;;;54229;4114;;A49084;49084;49163;;;A49084
;;;;;;;;54230;4109;;A49085;49085;49218;;;A49085
;;;;;;;;54231;4107;;A49086;49086;;;;A49086
;;;;;;;;54232;4103;;A49087;49087;49228;;;A49087
;;;;;;;;54233;4102;;A49088;49088;49248;;;A49088
;;;;;;;;54234;4101;;A49089;49089;;;;A49089
;;;;;;;;54235;4103;;A49090;49090;;;;A49090
;;;;;;;;54236;4101;;A49091;49091;49050;;;A49091
;;;;;;;;54237;4103;;A49092;49092;;;;A49092
;;;;;;;;54238;4103;;A49093;49093;49220;;;A49093
;;;;;;;;54239;4103;;A49094;49094;49261;;;A49094
;;;;;;;;54240;4103;;A49095;49095;49067;;;A49095
;;;;;;;;54241;4103;;A49096;49096;49065;;;A49096
;;;;;;;;54242;4103;;A49097;49097;49018;;;A49097
;;;;;;;;54243;4114;;A49098;49098;49228;;;A49098
;;;;;;;;54244;4107;;A49099;49099;;;;A49099
;;;;;;;;54245;4103;;A49099;49099;;;;A49099
;;;;;;;;54246;4109;;A49099;49099;;;;A49099
;;;;;;;;54247;4103;;A49100;49100;;;;A49100
;;;;;;;;54248;4103;;A49101;49101;49018;;;A49101
;;;;;;;;54249;4107;;A49102;49102;;;;A49102
;;;;;;;;54250;4103;;A49103;49103;49248;;;A49103
;;;;;;;;54251;4109;;A49104;49104;49125;;;A49104
;;;;;;;;54252;4103;;A49105;49105;49065;;;A49105
;;;;;;;;54253;4107;;A49106;49106;49307;;;A49106
;;;;;;;;54254;4101;;A49107;49107;;;;A49107
;;;;;;;;54255;4103;;A49108;49108;49183;;;A49108
;;;;;;;;54256;4103;;A49109;49109;;;;A49109
;;;;;;;;54257;4103;;A49110;49110;;;;A49110
;;;;;;;;54258;4103;;A49111;49111;49092;;;A49111
;;;;;;;;54259;4109;;A49112;49112;;;;A49112
;;;;;;;;54260;4102;;A49113;49113;;;;A49113
;;;;;;;;54261;4101;;A49114;49114;;;;A49114
;;;;;;;;54262;4103;;A49115;49115;49050;;;A49115
;;;;;;;;54263;4107;;A49116;49116;49018;;;A49116
;;;;;;;;54264;4103;;A49117;49117;49307;;;A49117
;;;;;;;;54265;4103;;A49118;49118;49328;;;A49118
;;;;;;;;54266;4103;;A49119;49119;49220;;;A49119
;;;;;;;;54268;4103;;A49120;49120;;;;A49120
;;;;;;;;54269;4103;;A49121;49121;;;;A49121
;;;;;;;;54270;4101;;A49122;49122;49228;;;A49122
;;;;;;;;54271;4109;;A49123;49123;;;;A49123
;;;;;;;;54272;4103;;A49124;49124;49125;;;A49124
;;;;;;;;54273;4107;;A49125;49125;;;;A49125
;;;;;;;;54274;4103;;A49126;49126;49069;;;A49126
;;;;;;;;54275;4107;;A49127;49127;;;;A49127
;;;;;;;;54276;4103;;A49128;49128;49018;;;A49128
;;;;;;;;54277;4107;;A49129;49129;;;;A49129
;;;;;;;;54278;4103;;A49130;49130;;;;A49130
;;;;;;;;54279;4103;;A49131;49131;;;;A49131
;;;;;;;;54280;4107;;A49132;49132;;;;A49132
;;;;;;;;54281;4102;;A49133;49133;49345;;;A49133
;;;;;;;;54282;4101;;A49134;49134;49345;;;A49134
;;;;;;;;54283;4107;;A49135;49135;;;;A49135
;;;;;;;;54284;4107;;A49136;49136;49331;;;A49136
;;;;;;;;54285;4103;;A49137;49137;49218;;;A49137
;;;;;;;;54286;4107;;A49138;49138;;;;A49138
;;;;;;;;54287;4114;;A49139;49139;49194;;;A49139
;;;;;;;;54288;4103;;A49140;49140;;;;A49140
;;;;;;;;54289;4103;;A49141;49141;49125;;;A49141
;;;;;;;;54290;4101;;A49142;49142;49373;;;A49142
;;;;;;;;54291;4103;;A49143;49143;49018;;;A49143
;;;;;;;;54292;4103;;A49144;49144;44225;;;A49144
;;;;;;;;54293;4103;;A49145;49145;49218;;;A49145
;;;;;;;;54294;4103;;A49146;49146;49092;;;A49146
;;;;;;;;54295;4107;;A49147;49147;49021;;;A49147
;;;;;;;;54296;4103;;A49148;49148;49367;;;A49148
;;;;;;;;54297;4102;;A49149;49149;49261;;;A49149
;;;;;;;;54298;4103;;A49150;49150;49228;;;A49150
;;;;;;;;54299;4103;;A49151;49151;49023;;;A49151
;;;;;;;;54300;4103;;A49152;49152;49029;;;A49152
;;;;;;;;54301;4103;;A49153;49153;49092;;;A49153
;;;;;;;;54302;4107;;A49154;49154;49261;;;A49154
;;;;;;;;54303;4102;;A49155;49155;;;;A49155
;;;;;;;;54304;4103;;A49156;49156;49248;;;A49156
;;;;;;;;54305;4103;;A49157;49157;49018;;;A49157
;;;;;;;;54306;4103;;A49158;49158;49331;;;A49158
;;;;;;;;54307;4103;;A49159;49159;;;;A49159
;;;;;;;;54308;4102;;A49160;49160;;;;A49160
;;;;;;;;54309;4103;;A49161;49161;;;;A49161
;;;;;;;;54310;4103;;A49162;49162;49023;;;A49162
;;;;;;;;54311;4103;;A49163;49163;;;;A49163
;;;;;;;;54312;4103;;A49164;49164;49092;;;A49164
;;;;;;;;54313;4103;;A49165;49165;49023;;;A49165
;;;;;;;;54314;4101;;A49166;49166;49214;;;A49166
;;;;;;;;54315;4103;;A49167;49167;;;;A49167
;;;;;;;;54316;4103;;A49168;49168;49180;;;A49168
;;;;;;;;54317;4103;;A49169;49169;49092;;;A49169
;;;;;;;;54318;4103;;A49170;49170;;;;A49170
;;;;;;;;54320;4103;;A49171;49171;;;;A49171
;;;;;;;;54321;4101;;A49172;49172;49069;;;A49172
;;;;;;;;54322;4101;;A49173;49173;49228;;;A49173
;;;;;;;;54323;4101;;A49174;49174;;;;A49174
;;;;;;;;54324;4103;;A49175;49175;49228;;;A49175
;;;;;;;;54325;4103;;A49176;49176;;;;A49176
;;;;;;;;54326;4107;;A49177;49177;49069;;;A49177
;;;;;;;;54327;4103;;A49178;49178;;;;A49178
;;;;;;;;54328;4103;;A49179;49179;49301;;;A49179
;;;;;;;;54329;4102;;A49180;49180;;;;A49180
;;;;;;;;54330;4103;;A49181;49181;49003;;;A49181
;;;;;;;;54331;4103;;A49182;49182;;;;A49182
;;;;;;;;54332;4103;;A49183;49183;;;;A49183
;;;;;;;;54333;4103;;A49184;49184;49331;;;A49184
;;;;;;;;54334;4107;;A49185;49185;49163;;;A49185
;;;;;;;;54335;4103;;A49186;49186;49050;;;A49186
;;;;;;;;54336;4103;;A49187;49187;49331;;;A49187
;;;;;;;;54337;4111;;A49188;49188;;;;A49188
;;;;;;;;54338;4103;;A49189;49189;49065;;;A49189
;;;;;;;;54339;4103;;A49190;49190;49244;;;A49190
;;;;;;;;54340;4103;;A49191;49191;49086;;;A49191
;;;;;;;;54343;4103;;A49192;49192;;;;A49192
;;;;;;;;54344;4103;;A49193;49193;;;;A49193
;;;;;;;;54345;4103;;A49194;49194;;;;A49194
;;;;;;;;54346;4103;;A49195;49195;;;;A49195
;;;;;;;;54348;4103;;A49196;49196;49200;;;A49196
;;;;;;;;54349;4102;;A49197;49197;49228;;;A49197
;;;;;;;;54350;4102;;A49198;49198;49125;;;A49198
;;;;;;;;54351;4103;;A49199;49199;49092;;;A49199
;;;;;;;;54352;4103;;A49200;49200;;;;A49200
;;;;;;;;54353;4107;;A49200;49200;;;;A49200
;;;;;;;;54354;4103;;A49200;49200;;;;A49200
;;;;;;;;54355;4103;;A49201;49201;;;;A49201
;;;;;;;;54356;4103;;A49202;49202;49228;;;A49202
;;;;;;;;54357;4103;;A49203;49203;49215;;;A49203
;;;;;;;;54358;4103;;A49204;49204;49244;;;A49204
;;;;;;;;54359;4103;;A49205;49205;;;;A49205
;;;;;;;;54360;4103;;A49206;49206;49301;;;A49206
;;;;;;;;54362;4101;;A49207;49207;49125;;;A49207
;;;;;;;;54363;4107;;A49208;49208;49331;;;A49208
;;;;;;;;54364;4103;;A49209;49209;;;;A49209
;;;;;;;;54365;4114;;A49210;49210;49301;;;A49210
;;;;;;;;54366;4103;;A49211;49211;;;;A49211
;;;;;;;;54367;4101;;A49212;49212;49244;;;A49212
;;;;;;;;54368;4102;;A49213;49213;49018;;;A49213
;;;;;;;;54369;4103;;A49214;49214;;;;A49214
;;;;;;;;54370;4103;;A49215;49215;;;;A49215
;;;;;;;;54371;4107;;A49216;49216;;;;A49216
;;;;;;;;54372;4103;;A49217;49217;;;;A49217
;;;;;;;;54373;4102;;A49218;49218;;;;A49218
;;;;;;;;54374;4103;;A49219;49219;;;;A49219
;;;;;;;;54375;4103;;A49220;49220;;;;A49220
;;;;;;;;54376;4103;;A49221;49221;;;;A49221
;;;;;;;;54377;4102;;A49222;49222;;;;A49222
;;;;;;;;54378;4101;;A49223;49223;;;;A49223
;;;;;;;;54379;4103;;A49224;49224;;;;A49224
;;;;;;;;54380;4103;;A49225;49225;49092;;;A49225
;;;;;;;;54381;4109;;A49226;49226;49248;;;A49226
;;;;;;;;54382;4101;;A49227;49227;49086;;;A49227
;;;;;;;;54383;4103;;A49228;49228;;;;A49228
;;;;;;;;54385;4101;;A49229;49229;49331;;;A49229
;;;;;;;;54386;4103;;A49230;49230;49003;;;A49230
;;;;;;;;54387;4103;;A49231;49231;;;;A49231
;;;;;;;;54388;4103;;A49232;49232;49373;;;A49232
;;;;;;;;54389;4107;;A49233;49233;49331;;;A49233
;;;;;;;;54390;4103;;A49234;49234;49228;;;A49234
;;;;;;;;54391;4107;;A49235;49235;;;;A49235
;;;;;;;;54392;4103;;A49236;49236;;;;A49236
;;;;;;;;54393;4103;;A49237;49237;;;;A49237
;;;;;;;;54394;4107;;A49238;49238;49323;;;A49238
;;;;;;;;54395;4103;;A49239;49239;49023;;;A49239
;;;;;;;;54396;4114;;A49240;49240;;;;A49240
;;;;;;;;54397;4103;;A49241;49241;;;;A49241
;;;;;;;;54398;4109;;A49242;49242;49200;;;A49242
;;;;;;;;54399;4103;;A49243;49243;49023;;;A49243
;;;;;;;;54400;4103;;A49244;49244;;;;A49244
;;;;;;;;54401;4109;;A49245;49245;49018;;;A49245
;;;;;;;;54402;4107;;A49246;49246;;;;A49246
;;;;;;;;54403;4103;;A49247;49247;;;;A49247
;;;;;;;;54404;4103;;A49248;49248;;;;A49248
;;;;;;;;54405;4103;;A49249;49249;49367;;;A49249
;;;;;;;;54406;4102;;A49250;49250;49248;;;A49250
;;;;;;;;54407;4103;;A49251;49251;49200;;;A49251
;;;;;;;;54408;4107;;A49252;49252;49218;;;A49252
;;;;;;;;54409;4103;;A49253;49253;;;;A49253
;;;;;;;;54410;4107;;A49254;49254;49065;;;A49254
;;;;;;;;54411;4103;;A49255;49255;49050;;;A49255
;;;;;;;;54412;4101;;A49256;49256;49345;;;A49256
;;;;;;;;54413;4107;;A49257;49257;;;;A49257
;;;;;;;;54414;4103;;A49258;49258;49301;;;A49258
;;;;;;;;54415;4107;;A49259;49259;;;;A49259
;;;;;;;;54416;4107;;A49260;49260;;;;A49260
;;;;;;;;54417;4103;;A49261;49261;;;;A49261
;;;;;;;;54418;4103;;A49261;49261;;;;A49261
;;;;;;;;54419;4109;;A49261;49261;;;;A49261
;;;;;;;;54420;4101;;A49262;49262;;;;A49262
;;;;;;;;54421;4109;;A49263;49263;49301;;;A49263
;;;;;;;;54422;4102;;A49264;49264;49301;;;A49264
;;;;;;;;54423;4114;;A49265;49265;49292;;;A49265
;;;;;;;;54424;4103;;A49266;49266;;;;A49266
;;;;;;;;54425;4107;;A49267;49267;;;;A49267
;;;;;;;;54426;4103;;A49268;49268;49092;;;A49268
;;;;;;;;54427;4114;;A49269;49269;;;;A49269
;;;;;;;;54428;4101;;A49270;49270;49069;;;A49270
;;;;;;;;54429;4103;;A49271;49271;;;;A49271
;;;;;;;;54430;4103;;A49272;49272;;;;A49272
;;;;;;;;54431;4103;;A49273;49273;49301;;;A49273
;;;;;;;;54432;4103;;A49274;49274;;;;A49274
;;;;;;;;54433;4103;;A49275;49275;49050;;;A49275
;;;;;;;;54434;4103;;A49276;49276;49244;;;A49276
;;;;;;;;54435;4107;;A49277;49277;49331;;;A49277
;;;;;;;;54436;4107;;A49278;49278;;;;A49278
;;;;;;;;54437;4103;;A49279;49279;49261;;;A49279
;;;;;;;;54438;4103;;A49280;49280;49138;;;A49280
;;;;;;;;54439;4103;;A49281;49281;49092;;;A49281
;;;;;;;;54440;4107;;A49282;49282;49125;;;A49282
;;;;;;;;54441;4107;;A49283;49283;;;;A49283
;;;;;;;;54442;4103;;A49284;49284;;;;A49284
;;;;;;;;54443;4114;;A49285;49285;49301;;;A49285
;;;;;;;;54444;4107;;A49286;49286;49373;;;A49286
;;;;;;;;54445;4103;;A49287;49287;49328;;;A49287
;;;;;;;;54446;4103;;A49288;49288;;;;A49288
;;;;;;;;54447;4102;;A49289;49289;;;;A49289
;;;;;;;;54449;4102;;A49290;49290;49167;;;A49290
;;;;;;;;54450;4114;;A49291;49291;;;;A49291
;;;;;;;;54451;4101;;A49292;49292;;;;A49292
;;;;;;;;54452;4102;;A49292;49292;;;;A49292
;;;;;;;;54453;4107;;A49292;49292;;;;A49292
;;;;;;;;54455;4103;;A49293;49293;49328;;;A49293
;;;;;;;;54456;4103;;A49294;49294;;;;A49294
;;;;;;;;54457;4102;;A49295;49295;49244;;;A49295
;;;;;;;;54458;4109;;A49296;49296;49069;;;A49296
;;;;;;;;54459;4103;;A49297;49297;49244;;;A49297
;;;;;;;;54460;4103;;A49298;49298;;;;A49298
;;;;;;;;54461;4103;;A49299;49299;;;;A49299
;;;;;;;;54462;4103;;A49300;49300;49092;;;A49300
;;;;;;;;54463;4103;;A49301;49301;;;;A49301
;;;;;;;;54464;4103;;A49302;49302;;;;A49302
;;;;;;;;54465;4103;;A49303;49303;49018;;;A49303
;;;;;;;;54466;4103;;A49304;49304;49261;;;A49304
;;;;;;;;54467;4103;;A49305;49305;49331;;;A49305
;;;;;;;;54468;4103;;A49306;49306;;;;A49306
;;;;;;;;54469;4107;;A49307;49307;;;;A49307
;;;;;;;;54470;4107;;A49308;49308;;;;A49308
;;;;;;;;54471;4103;;A49309;49309;49248;;;A49309
;;;;;;;;54472;4102;;A49310;49310;;;;A49310
;;;;;;;;54473;4103;;A49311;49311;;;;A49311
;;;;;;;;54474;4103;;A49312;49312;49023;;;A49312
;;;;;;;;54475;4103;;A49313;49313;49218;;;A49313
;;;;;;;;54476;4101;;A49314;49314;49218;;;A49314
;;;;;;;;54477;4107;;A49315;49315;49018;;;A49315
;;;;;;;;54478;4107;;A49316;49316;49218;;;A49316
;;;;;;;;54479;4103;;A49317;49317;49050;;;A49317
;;;;;;;;54480;4109;;A49318;49318;49050;;;A49318
;;;;;;;;54481;4109;;A49319;49319;49331;;;A49319
;;;;;;;;54482;4103;;A49320;49320;49069;;;A49320
;;;;;;;;54483;4103;;A49321;49321;;;;A49321
;;;;;;;;54484;4109;;A49322;49322;49029;;;A49322
;;;;;;;;54485;4101;;A49323;49323;;;;A49323
;;;;;;;;54486;4103;;A49324;49324;49218;;;A49324
;;;;;;;;54487;4103;;A49325;49325;49092;;;A49325
;;;;;;;;54488;4109;;A49326;49326;;;;A49326
;;;;;;;;54489;4101;;A49327;49327;49050;;;A49327
;;;;;;;;54490;4103;;A49328;49328;;;;A49328
;;;;;;;;54491;4111;;A49329;49329;;;;A49329
;;;;;;;;54492;4103;;A49330;49330;;;;A49330
;;;;;;;;54493;4101;;A49331;49331;;;;A49331
;;;;;;;;54494;4103;;A49332;49332;;;;A49332
;;;;;;;;54495;4103;;A49333;49333;;;;A49333
;;;;;;;;54496;4103;;A49334;49334;;;;A49334
;;;;;;;;54497;4103;;A49335;49335;49065;;;A49335
;;;;;;;;54498;4103;;A49336;49336;;;;A49336
;;;;;;;;54499;4103;;A49337;49337;;;;A49337
;;;;;;;;54500;4103;;A49338;49338;;;;A49338
;;;;;;;;54501;4103;;A49339;49339;;;;A49339
;;;;;;;;54502;4103;;A49340;49340;49125;;;A49340
;;;;;;;;54504;4101;;A49341;49341;;;;A49341
;;;;;;;;54505;4103;;A49342;49342;49373;;;A49342
;;;;;;;;54506;4103;;A49343;49343;;;;A49343
;;;;;;;;54507;4102;;A49344;49344;;;;A49344
;;;;;;;;54508;4103;;A49345;49345;;;;A49345
;;;;;;;;54509;4103;;A49346;49346;49261;;;A49346
;;;;;;;;54510;4103;;A49347;49347;;;;A49347
;;;;;;;;54511;4107;;A49348;49348;49373;;;A49348
;;;;;;;;54512;4109;;A49349;49349;49301;;;A49349
;;;;;;;;54513;4103;;A49350;49350;49301;;;A49350
;;;;;;;;54514;4101;;A49351;49351;49092;;;A49351
;;;;;;;;54515;4103;;A49352;49352;;;;A49352
;;;;;;;;54516;4103;;A49353;49353;;;;A49353
;;;;;;;;54517;4103;;A49354;49354;49248;;;A49354
;;;;;;;;54518;4107;;A49355;49355;;;;A49355
;;;;;;;;54519;4114;;A49356;49356;49373;;;A49356
;;;;;;;;54520;4102;;A49357;49357;49261;;;A49357
;;;;;;;;54521;4101;;A49358;49358;;;;A49358
;;;;;;;;54522;4103;;A49359;49359;;;;A49359
;;;;;;;;54523;4103;;A49360;49360;49069;;;A49360
;;;;;;;;54524;4107;;A49361;49361;;;;A49361
;;;;;;;;54525;4101;;A49362;49362;;;;A49362
;;;;;;;;54526;4103;;A49363;49363;49050;;;A49363
;;;;;;;;54527;4103;;A49364;49364;;;;A49364
;;;;;;;;54528;4103;;A49365;49365;49125;;;A49365
;;;;;;;;54529;4103;;A49366;49366;49248;;;A49366
;;;;;;;;54530;4103;;A49367;49367;;;;A49367
;;;;;;;;54531;4103;;A49367;49367;;;;A49367
;;;;;;;;54532;4103;;A49367;49367;;;;A49367
;;;;;;;;54533;4107;;A49368;49368;;;;A49368
;;;;;;;;54534;4103;;A49369;49369;;;;A49369
;;;;;;;;54535;4107;;A49370;49370;;;;A49370
;;;;;;;;54536;4107;;A49371;49371;;;;A49371
;;;;;;;;54537;4101;;A49372;49372;49018;;;A49372
;;;;;;;;54538;4103;;A49373;49373;;;;A49373
;;;;;;;;54539;4114;;A49374;49374;;;;A49374
;;;;;;;;54540;4109;;A49375;49375;49023;;;A49375
;;;;;;;;54541;4103;;A49376;49376;49183;;;A49376
;;;;;;;;54542;4107;;A49377;49377;;;;A49377
;;;;;;;;54543;4103;;A49378;49378;;;;A49378
;;;;;;;;54544;4107;;A49379;49379;49373;;;A49379
;;;;;;;;54545;4103;;A49380;49380;49018;;;A49380
;;;;;;;;54546;4103;;A49381;49381;;;;A49381
;;;;;;;;54547;4103;;A49382;49382;49160;;;A49382
;;;;;;;;54548;4103;;A50001;50001;50041;;;A50001
;;;;;;;;54549;4103;;A50002;50002;;;;A50002
;;;;;;;;54550;4102;;A50003;50003;;;;A50003
;;;;;;;;54551;4102;;A50004;50004;;;;A50004
;;;;;;;;54552;4103;;A50005;50005;50400;;;A50005
;;;;;;;;54553;4103;;A50006;50006;;;;A50006
;;;;;;;;54554;4103;;A50007;50007;;;;A50007
;;;;;;;;54555;4102;;A50008;50008;;;;A50008
;;;;;;;;54556;4102;;A50009;50009;50565;;;A50009
;;;;;;;;54557;4103;;A50010;50010;50099;;;A50010
;;;;;;;;54558;4103;;A50011;50011;50142;;;A50011
;;;;;;;;54559;4103;;A50012;50012;50267;;;A50012
;;;;;;;;54560;4114;;A50013;50013;;;;A50013
;;;;;;;;54561;4103;;A50014;50014;;;;A50014
;;;;;;;;54562;4109;;A50015;50015;;;;A50015
;;;;;;;;54563;4103;;A50016;50016;;;;A50016
;;;;;;;;54564;4107;;A50017;50017;50410;;;A50017
;;;;;;;;54565;4103;;A50018;50018;50487;;;A50018
;;;;;;;;54566;4103;;A50019;50019;;;;A50019
;;;;;;;;54567;4103;;A50020;50020;50041;;;A50020
;;;;;;;;54568;4101;;A50021;50021;;;;A50021
;;;;;;;;54569;4103;;A50022;50022;;;;A50022
;;;;;;;;54570;4107;;A50023;50023;;;;A50023
;;;;;;;;54571;4103;;A50024;50024;;;;A50024
;;;;;;;;54572;4101;;A50025;50025;;;;A50025
;;;;;;;;54573;4103;;A50026;50026;;;;A50026
;;;;;;;;54574;4101;;A50027;50027;;;;A50027
;;;;;;;;54575;4101;;A50028;50028;;;;A50028
;;;;;;;;54576;4101;;A50029;50029;;;;A50029
;;;;;;;;54577;4103;;A50030;50030;;;;A50030
;;;;;;;;54578;4103;;A50031;50031;;;;A50031
;;;;;;;;54579;4103;;A50032;50032;;;;A50032
