"I_CD_POST_SIEGE";"distance_TC";"distance_TCABS"
"15197";58.3880023188966;58.3880023188966
"15110";47.5049038220248;47.5049038220248
"15018";28.4284360232942;28.4284360232942
"15170";49.5362026298857;49.5362026298857
"15198";35.0320272125801;35.0320272125801
"15238";14.9803262015479;14.9803262015479
"15042";69.3511392520734;69.3511392520734
"15009";40.9143550797772;40.9143550797772
"15218";32.3672101929572;32.3672101929572
"15124";42.838757913943;42.838757913943
"15093";22.8478641791894;22.8478641791894
"15092";57.3014496488656;57.3014496488656
"15173";48.8007616712194;48.8007616712194
"15169";45.2823163635709;45.2823163635709
"15127";63.8989967677159;63.8989967677159
"15161";57.2839611433224;57.2839611433224
"15119";69.5313312348178;69.5313312348178
"15132";59.4309440419734;59.4309440419734
"15046";30.9882153178607;30.9882153178607
